predicted_probs,target
0.009272786,0
0.8027435,0
0.58585656,0
0.7799597,0
0.0053685876,0
0.7646298,0
0.08473711,0
0.015281845,0
0.05642146,0
0.06136071,0
0.058037367,0
0.8552278,0
0.1256948,0
0.14189209,0
0.15355065,0
0.008454853,0
0.6846916,0
0.004810963,0
0.5474063,0
0.10430893,0
0.1273994,0
0.06900092,0
0.008997265,0
0.255001,0
0.8901549,0
0.13880311,0
0.023617603,0
0.010687061,0
0.18073148,0
0.06684215,0
0.0045005325,0
0.030260734,0
0.26524153,0
0.16466555,0
0.8965078,0
0.26572782,0
0.18907245,0
0.3958409,0
0.6752852,0
0.042615645,0
0.37144932,0
0.028040916,0
0.043867625,0
0.18589096,0
0.1530912,0
0.041466087,0
0.21157487,0
0.2799762,0
0.057592798,0
0.015125918,0
0.09414819,0
0.120956644,0
0.2363789,0
0.48130932,0
0.7327698,0
0.10066193,0
0.1532517,0
0.1517451,0
0.029814236,0
0.3331813,0
0.3048075,0
0.15858467,0
0.67448753,0
0.07331849,0
0.4525239,0
0.6200994,0
0.0046075927,0
0.56746024,0
0.051359285,0
0.121870145,0
0.55777,0
0.6831253,0
0.020808745,0
0.01509434,0
0.019904219,0
0.008108179,0
0.17005292,0
0.007928417,0
0.009908424,0
0.22636634,0
0.5342025,0
0.02982023,0
0.010723724,0
0.007081271,0
0.14097728,0
0.20876428,0
0.18184005,0
0.3305768,0
0.040922754,0
0.05173405,0
0.073861144,0
0.009668709,0
0.049439996,0
0.48849905,0
0.043687176,0
0.9707736,0
0.05094804,0
0.16452263,0
0.10998859,0
0.1505518,0
0.09684489,0
0.0853339,0
0.028567815,0
0.9284419,0
0.0062198015,0
0.009502547,0
0.0135917105,0
0.011256258,0
0.34696016,0
0.061828177,0
0.05104369,0
0.4158085,0
0.5582,0
0.0067338524,0
0.42202517,0
0.67809063,0
0.31439006,0
0.00596543,0
0.003110704,0
0.2535548,0
0.39091942,0
0.021327764,0
0.018745268,0
0.23474789,0
0.5185793,0
0.02349312,0
0.009755708,0
0.010254263,0
0.37623417,0
0.04780919,0
0.2987506,0
0.044567503,0
0.3707836,0
0.2784691,0
0.047735743,0
0.2441017,0
0.3080253,0
0.34055552,0
0.14105049,0
0.03794378,0
0.003160407,0
0.596771,0
0.012213585,0
0.008417343,0
0.1768738,0
0.03872604,0
0.019458717,0
0.0725311,0
0.21280451,0
0.040339924,0
0.0026507818,0
0.0049862075,0
0.5375052,0
0.13728139,0
0.014817881,0
0.008583144,0
0.014143921,0
0.39922342,0
0.01923644,0
0.24762392,0
0.05751915,0
0.8043546,0
0.5683902,0
0.099871404,0
0.0353274,0
0.07061344,0
0.021587497,0
0.87637085,0
0.989129,0
0.5071528,0
0.5780167,0
0.009902443,0
0.8952291,1
0.54822975,1
0.9917984,1
0.8522595,1
0.1805627,1
0.3777963,1
0.14310125,1
0.9151407,1
0.7978224,1
0.98547876,1
0.9993629,1
0.44152805,1
0.06957412,1
0.018678082,1
0.84876996,1
0.99817,1
0.80719495,1
0.5798405,1
0.876825,1
0.729141,1
0.9858721,1
0.99304575,1
0.31706426,1
0.4513768,1
0.983734,1
0.84612554,1
0.043359037,1
0.58089626,1
0.39049217,1
0.31387258,1
0.4472776,1
0.98779804,1
0.99124336,1
0.42607474,1
0.9289795,1
0.7054449,1
0.9221475,1
0.5051524,1
0.6207925,1
0.99958724,1
0.6599434,1
0.9425059,1
0.89788747,1
0.9944746,1
0.8808676,1
0.85829204,1
0.9733,1
0.92965233,1
0.9707968,1
0.9956155,1
0.21318644,1
0.7465377,1
0.85456735,1
0.8541417,1
0.24565153,1
0.7575921,1
0.4507177,1
0.5095593,1
0.9829624,1
0.08774372,1
0.9997712,1
0.6505106,1
0.91078496,1
0.6875503,1
0.9934974,1
0.66466403,1
0.9383441,1
0.7337859,1
0.98952967,1
0.3682457,1
0.70937604,1
0.9663435,1
0.8091174,1
0.638207,1
0.9998485,1
0.23866811,1
0.8376017,1
0.6146066,1
0.43955925,1
0.89510995,1
0.9659652,1
0.9906557,1
0.9866751,1
0.88573956,1
0.31820172,1
0.9405098,1
0.9240405,1
0.99539113,1
0.31628275,1
0.8751613,1
0.9871437,1
0.73995996,1
0.98389316,1
0.96480024,1
0.070547715,1
0.39539856,1
0.9531757,1
0.8844794,1
0.7719209,1
0.036510434,1
0.9946287,1
0.9255184,1
0.10535585,1
0.99908006,1
0.9014967,1
0.69712377,1
0.9590696,1
0.5681524,1
0.9151911,1
0.40460727,1
0.24191448,1
0.8761923,1
0.8897038,1
0.9996001,1
0.7386618,1
0.14852886,1
0.72834027,1
0.84863776,1
0.9997613,1
0.99045473,1
0.31423628,1
0.37883353,1
0.79619896,1
0.32183316,1
0.99990857,1
0.48943055,1
0.8534669,1
0.6869674,1
0.96263504,1
0.98750836,1
0.5482805,1
0.9998908,1
0.5290327,1
0.99901533,1
0.57463014,1
0.5786474,1
0.5506934,1
0.6713884,1
0.623462,1
0.2388298,1
0.833248,1
0.88972545,1
0.3303925,1
0.9640177,1
0.9997172,1
0.40188283,1
0.88556325,1
0.98006415,1
0.9996184,1
0.4806835,1
0.7526339,1
0.7301891,1
0.7104003,1
0.8800001,1
0.55203444,1
0.970882,1
0.9333648,1
0.5142704,1
0.29702848,1
0.3515614,1
0.6124264,1
0.9948999,1
0.99694073,1
0.999634,1
0.83318573,1
0.93503183,1
0.5582756,1
0.98354787,1
0.8364034,1
0.9837002,1
0.012391358,1
0.62575376,1
0.6942406,1
0.9605361,1
0.283244,1
