predicted_probs,target
0.500516,0
0.56165236,0
0.49568772,0
0.67386764,0
0.2961394,0
0.12688595,0
0.40574327,0
0.1674464,0
0.6480701,0
0.5664389,0
0.8765536,0
0.3208942,0
0.31513345,0
0.29135033,0
0.16205668,0
0.18619558,0
0.17177726,0
0.030321056,0
0.13502231,0
0.18761441,0
0.75780207,0
0.10700941,0
0.39795324,0
0.43010193,0
0.5380431,0
0.19258583,0
0.61004543,0
0.0011695365,0
0.8139782,0
0.00032482707,0
0.12422788,0
0.532812,0
0.014063349,0
0.24530149,0
0.32282066,0
0.33916414,0
0.58228314,0
0.42967877,0
0.6375607,0
0.30602145,0
0.21145701,0
0.33427387,0
0.13542959,0
0.19990417,0
0.28284264,0
0.18004186,0
0.063228406,0
0.010490304,0
0.19692329,0
0.44753364,0
0.05350519,0
0.00074516603,0
0.6901602,0
0.011935834,0
0.16333209,0
0.31002578,0
0.48456165,0
0.2821141,0
0.5894235,0
0.6535961,0
0.20238857,0
0.0116501,0
0.57237744,0
0.6654831,0
0.7644262,0
0.42985785,0
0.42483613,0
0.913393,0
0.34919256,0
0.13824566,0
0.87713605,0
0.4374954,0
0.6411935,0
0.40497547,0
0.25877032,0
0.45585608,0
0.7143193,0
0.0045833834,0
0.42725083,0
0.32886222,0
0.33849287,0
0.03573426,0
0.58339447,0
0.0023822465,0
0.32487625,0
0.0022529801,0
0.358864,0
0.55068326,0
0.51385206,0
0.09254809,0
0.22619383,0
0.54264885,0
0.022668319,0
0.37469319,0
0.0017016716,0
0.12150189,0
0.6069082,0
0.4201265,0
0.6352633,0
0.12785722,0
0.5456147,0
0.2217894,0
0.42828602,0
0.035480194,0
0.04957572,0
0.020055061,0
0.06185255,0
0.11404339,0
0.27210963,0
0.58142376,0
0.21205269,0
0.56544423,0
0.680756,0
0.52404106,0
0.14371745,0
0.41062513,0
0.00676584,0
0.42317218,0
0.0033780152,0
0.45027512,0
0.71649635,0
0.6495324,0
0.34027994,0
0.28163472,0
0.36771908,0
0.33483484,0
0.006621268,0
0.47332925,0
0.0124636805,0
0.14189376,0
0.00090994773,0
0.18215285,0
0.3016319,0
0.052079152,0
0.90259403,0
0.5223108,0
0.26536304,0
0.014247671,0
0.00073540246,0
0.017746322,0
0.02989421,0
0.25183737,0
0.4317474,0
0.25582844,0
0.47515523,0
0.3781151,0
0.0514133,0
0.2777329,0
0.14331214,0
0.79649913,0
0.25481912,0
0.016289966,0
0.1561066,0
0.4765359,0
0.62086356,0
0.72710156,0
0.20217696,0
0.05379984,0
0.6646816,0
0.053344425,0
0.4626249,0
0.49622604,0
0.6870647,0
0.002750213,0
0.34002507,0
0.0010420796,0
0.001539249,0
0.63574636,0
0.419886,0
0.5828909,0
0.11161822,0
0.47895074,0
0.013263057,0
0.7058858,0
0.005462903,0
0.70997626,0
0.70578146,0
0.07736527,0
0.17642303,0
0.16368467,0
0.011591722,0
0.13681486,0
0.43390852,0
0.44996515,0
0.18671414,0
0.7298885,0
0.3590025,0
0.03542902,0
0.16924287,0
0.7014198,0
0.034820486,0
0.5411149,0
0.9024155,0
0.12173412,0
0.28374264,0
0.21611822,0
0.002030447,0
0.00070139056,0
0.09766783,0
0.07101291,0
0.13244031,0
0.7573572,0
0.60122615,0
0.58369714,0
0.12792227,0
0.00045808384,0
0.50263697,0
0.7128831,0
0.14926855,0
0.03413033,0
0.2280406,0
0.58986044,0
0.72561073,0
0.62750703,0
0.050996263,0
0.70307726,0
0.11576051,0
0.46648598,0
0.0731823,0
0.18879601,0
0.07151747,0
0.48138663,0
0.3300562,0
0.4760194,0
0.50660956,0
0.672564,0
0.34894904,0
0.1687135,0
0.06912244,0
0.0030392623,0
0.5944744,0
0.5856164,0
0.10602071,0
0.7980869,0
0.16566412,0
0.63750315,1
0.80097556,1
0.960452,1
0.8423206,1
0.9285209,1
0.8500524,1
0.71679604,1
0.6845411,1
0.27192765,1
0.56479424,1
0.8293529,1
0.3911543,1
0.47413966,1
0.83122516,1
0.6959936,1
0.75436753,1
0.6298264,1
0.7358716,1
0.9252107,1
0.083142556,1
0.3773313,1
0.8909963,1
0.95490324,1
0.385196,1
0.8449182,1
0.6592512,1
0.77120465,1
0.7973983,1
0.8012945,1
0.0813952,1
0.94413495,1
0.84728825,1
0.9558993,1
0.49961308,1
0.4127326,1
0.8041034,1
0.75947756,1
0.72173667,1
0.7290537,1
0.8963109,1
0.7346663,1
0.5645711,1
0.6134228,1
0.4638251,1
0.8831882,1
0.92314655,1
0.06937673,1
0.9275657,1
0.7865315,1
0.75443935,1
0.59341294,1
0.7374943,1
0.71603805,1
0.10668369,1
0.8364435,1
0.9104106,1
0.9362547,1
0.6379428,1
0.70273626,1
0.48351014,1
0.7321059,1
0.6615797,1
0.61617494,1
0.58225584,1
0.82431763,1
0.65460986,1
0.78954667,1
0.31617498,1
0.69980204,1
0.8786512,1
0.7799135,1
0.45507026,1
0.57238007,1
0.72900385,1
0.5735021,1
0.3400813,1
0.43890148,1
0.64549017,1
0.61357504,1
0.48708454,1
0.1814788,1
