predicted_probs,target
0.24593596,0
0.7870663,0
0.12593861,0
0.12963142,0
0.25266126,0
0.64466274,0
0.16472729,0
0.34728324,0
0.14039719,0
0.12645313,0
0.16860779,0
0.26213226,0
0.27206814,0
0.59876883,0
0.07595831,0
0.4899249,0
0.15059035,0
0.42158002,0
0.30322146,0
0.51940745,0
0.39139038,0
0.12161936,0
0.4042382,0
0.014670105,0
0.2204455,0
0.47848526,0
0.3981385,0
0.015006063,0
0.37713286,0
0.30336463,0
0.10098028,0
0.4942505,0
0.65699023,0
0.19475524,0
0.2569106,0
0.13357845,0
0.24768198,0
0.1223631,0
0.5471198,0
0.6907501,0
0.22892381,0
0.36282733,0
0.32131034,0
0.17229252,0
0.31121776,0
0.32742172,0
0.7527335,0
0.34337157,0
0.36823472,0
0.08325101,0
0.12171912,0
0.02725792,0
0.54305786,0
0.20088215,0
0.2605172,0
0.026730271,0
0.13162707,0
0.060919028,0
0.32379812,0
0.19665903,0
0.7493116,0
0.5700806,0
0.3531432,0
0.42601946,0
0.13354872,0
0.23802078,0
0.47256795,0
0.4393351,0
0.13966602,0
0.43299937,0
0.33895427,0
0.26125872,0
0.09651059,0
0.24525476,0
0.4457471,0
0.8695765,0
0.6408228,0
0.72220594,0
0.90613,0
0.19314905,0
0.05426697,0
0.47132048,0
0.21690781,0
0.031298216,0
0.6861937,0
0.46314862,0
0.10619624,0
0.71880436,0
0.29626295,0
0.58034873,0
0.29113746,0
0.1345231,0
0.42612603,0
0.3720811,0
0.013877046,0
0.43319777,0
0.007450714,0
0.28032938,0
0.31159043,0
0.30015868,0
0.2993054,0
0.15791129,0
0.72566485,0
0.24311738,0
0.49487132,0
0.112927906,0
0.3833069,0
0.06568596,0
0.7926295,0
0.2543475,0
0.9645096,0
0.6021375,0
0.45127633,0
0.02009807,0
0.5020436,0
0.6242842,0
0.021053758,0
0.59511626,0
0.5528238,0
0.15922797,0
0.021315804,0
0.29974142,0
0.3454825,0
0.46056533,0
0.54647356,0
0.32395583,0
0.019007253,0
0.13232738,0
0.37815,0
0.36739704,0
0.6983969,0
0.49313548,0
0.039732892,0
0.123580925,0
0.25860825,0
0.13185762,0
0.19364497,0
0.505175,0
0.36737055,0
0.09856496,0
0.09892441,0
0.1583555,0
0.8015243,1
0.4217179,1
0.30971137,1
0.75226355,1
0.6515727,1
0.43428195,1
0.8849065,1
0.9378232,1
0.71268755,1
0.44856897,1
0.7045437,1
0.73563343,1
0.7868034,1
0.71803445,1
0.8488209,1
0.9425453,1
0.7155854,1
0.75999594,1
0.6030289,1
0.3500821,1
0.6420108,1
0.4856229,1
0.2742883,1
0.4860158,1
0.38882974,1
0.8973063,1
0.91511697,1
0.06756566,1
0.6010954,1
0.83505636,1
0.11867956,1
0.7744394,1
0.37984398,1
0.6271549,1
0.8007956,1
0.50600624,1
0.27264926,1
0.3859615,1
0.32061577,1
0.7124805,1
0.6887312,1
0.90592664,1
0.63890743,1
0.5903196,1
0.8473098,1
0.9020384,1
0.51264083,1
0.34020808,1
0.43309188,1
0.874145,1
0.6478481,1
0.122664005,1
0.82214034,1
0.45699,1
0.44163918,1
0.91830564,1
0.66835815,1
0.2501195,1
0.63632524,1
0.7266931,1
0.9177846,1
0.58736175,1
0.42990717,1
0.8704517,1
0.07642251,1
0.6759563,1
0.7972792,1
0.97478163,1
0.7464446,1
0.9844641,1
0.9708176,1
0.9748219,1
0.53282696,1
0.73246264,1
0.5095879,1
0.6396615,1
0.73595303,1
0.23666434,1
0.8706929,1
0.88209623,1
0.673321,1
0.67422163,1
0.41777995,1
0.6108466,1
0.24326207,1
0.70102084,1
0.8399445,1
0.77810436,1
0.8236372,1
0.37890443,1
0.81202585,1
0.75806093,1
0.8803906,1
0.5037166,1
0.76558894,1
0.5504838,1
0.55362684,1
0.48345438,1
0.4010558,1
0.83591527,1
0.99500376,1
0.94814783,1
0.48579982,1
0.62127227,1
0.61876297,1
0.8275237,1
0.78052986,1
0.70610756,1
0.101628274,1
0.52554995,1
0.9500608,1
0.081629924,1
0.9016555,1
0.8949582,1
0.49765694,1
0.7760686,1
0.74899215,1
0.57759374,1
0.7661589,1
0.824962,1
0.42903695,1
0.8678941,1
0.8003464,1
0.082520545,1
0.26449856,1
0.7099601,1
0.5469831,1
0.780484,1
0.94127935,1
0.80519885,1
0.73173976,1
0.6451809,1
0.9709645,1
0.6841547,1
0.5490856,1
0.94595814,1
0.31787848,1
0.8000886,1
0.5383887,1
0.6306032,1
0.8546322,1
0.95914674,1
0.4546783,1
0.67643434,1
0.75804615,1
0.9640382,1
0.8531148,1
0.5283307,1
0.5061775,1
0.5709812,1
0.99522567,1
0.38730317,1
0.7230356,1
0.8342977,1
0.48881578,1
0.47632265,1
0.69811547,1
0.47766232,1
0.49266264,1
